SMILES,Malaria
Cl.CC(C)[C@H](NCC(=O)c1ccccc1)C(O)=O,-0.1060428643532652
CC(=O)c1ccc(cc1)-n1ccnc1,-0.06960726823815437
CCOC(=O)C(NC(=O)Cc1ccccc1)C(C)C,-0.530868592900578
CCCCCc1cc(O)c2C(CC(C)(C)Oc2c1)C1=CCN(Cc2ccccc2)CC1,-0.1154693634314536
Br.CCCc1cc(ccc1OCCCON1C(=N)N=C(N)NC1(C)C)C(C)=O,-2.3398472356491546
Br.COc1cccc(CC=C)c1OCCCON1C(=N)N=C(N)NC1(C)C,-2.494850021680094
Br.CCCc1cccc(OC)c1OCCCON1C(N)=NC(N)=NC1(C)C,-2.494850021680094
CCOC(=O)NC1=NC(C)(C)N(OCc2cccc3c2ccc2ccccc32)C(NC(=O)OCC)=N1,-0.7633838421296161
CCOC(=O)NC1=NC(C)(C)N(OCCCOc2ccc(C)cc2C)C(NC(=O)OCC)=N1,-0.9009989190262859
Br.CC1(C)N=C(N)N=C(N)N1OCCCOc1ccc(Br)cc1CC=C,-2.494850021680094
Cl.CC1N=C(N)N=C(N)N1OCc1ccccc1,-1.4831206715526397
CCCc1cc(C)ccc1OCCCON1C(NC(=O)OCC)=NC(NC(=O)OCC)=NC1(C)C,-1.4454047324667691
Cl.CO.Cc1nc(N)nc(N)c1OCc1cccc2c1ccc1ccccc21,-1.0053352208979183
Cl.COc1ccc(cc1OC)C1N=C(N)N=C(N)N1OCc1ccccc1,-0.8767918983752995
Cl.COc1cc(COc2c(C)nc(N)nc2N)cc(OC)c1OC,-0.4787283402703643
CCCCCC(C)C(C)c1cc(O)c2C(CC(C)(C)Oc2c1)c1ccn(=O)cc1,-0.3019273998192271
Cl.CC1(C)CC(=O)c2c(O)cc(OCc3ccncc3)cc2O1,0.017986474347332932
CCCCCC(C)C(C)c1cc(O)c2c(OC(C)(C)C=C2c2ccn(=O)cc2)c1,0.07423052340387998
CCCCCC(C)c1cc(O)c2c(OC(C)(C)C=C2C2=CCN(Cc3ccccc3)CC2)c1,-0.10770037408396535
OC(=O)\C=C\C(O)=O.CCCCCc1cc(OC(C)=O)c2c(OC(C)(C)C=C2C2=CCN(Cc3ccccc3)CC2)c1,-0.033286632255108896
COCC(=O)Nc1nc2ccccc2[nH]1,-0.5207200485868972
Cl.COc1cccc(OC)c1OCCCOc1c(C)nc(N)nc1N,-0.3386330308400448
O.Cl.Cc1nc(N)nc(N)c1OCCCCOc1ccccc1,-1.2712835184643398
Cl.Cc1nc(N)nc(N)c1OCCCCCCOc1ccccc1,-0.6281661471197107
Br.CCCc1cccc(C)c1OCCCON1C(=N)N=C(N)NC1(C)C,-2.494850021680094
Cl.COc1ccccc1COc1c(C)nc(N)nc1N,-0.15144094409608835
Cl.Cc1nc(N)nc(N)c1OCc1cccc2ccccc12,-1.1383732441768777
Cl.COc1ccc(OCCCOc2c(C)nc(N)nc2N)c(CC=C)c1,-2.494850021680094
Cl.CCSc1ccccc1COc1c(C)nc(N)nc1N,-1.1649123241870405
Cl.COc1cc(CCOc2c(C)nc(N)nc2N)cc(OC)c1OC,-1.62428630334442
COc1cc(CCCOc2c(N)nc(N)nc2N)cc(OC)c1OC,0.0871113364875355
CCOC(=O)C(Oc1ccc2ccccc2c1)C(=O)OCC,-0.12176571355047487
CCOc1ccc2NC(C)(C)CC(C)(c3ccc4NC(C)(C)CC(C)c4c3)c2c1,-0.09534978877495853
Cl.Cc1nc(N)nc(N)c1OCCCOc1ccccc1Br,-2.3877226564211007
Br.Cc1cc(Br)c(OCCCON2C(=N)N=C(N)NC2(C)C)c(Br)c1,-2.494850021680094
Cl.Cc1nc(N)nc(N)c1OCCCOc1ccc(Br)cc1CC=C,-2.494850021680094
Cl.Nc1nc(N)c(OCCCOc2ccc(Br)cc2CC=C)c(N)n1,-0.7161410792116687
Br.COc1cc(CCON2C(N)=NC(N)=NC2(C)C)cc(OC)c1OC,-1.3074940343871009
Cl.Cc1nc(N)nc(N)c1OCCCOc1cccc(Cl)c1Cl,-2.591966373576421
CCOC(=O)C(C(=O)OCC)c1nc(C)ns1,-0.3271939714920643
Br.COc1cc(OCCCCCCON2C(=N)N=C(N)NC2(C)C)cc(OC)c1OC,-2.494850021680094
CC(CO)(C#C)N1CCCC1,-0.4210145936734947
NC(=O)c1c(Cl)nc2ccccc2c1Cl,-0.01773519501872492
FC(F)(F)C(=O)CC(=O)c1ccc2OCOc2c1,-0.1281683924705807
COC(C1CCCCC1)(C(=O)OCCC1CCCN1C)c1ccccc1,-0.14813369161359563
CN1CCC(COC(=O)C(O)(c2ccccc2)c2ccccc2)C1,-0.0012194251917520215
CCCN(CC)CCOC(=O)c1ccccc1,-0.13131643748966937
CCOC(=O)c1ccc(COc2ccc(C)nc2)cc1,-0.26578181370585
COC1(C)Oc2ccc3cccc(c3c2C1=O)N(=O)=O,-0.1974019396024088
Oc1ccc(OCc2ccccn2)cc1,-0.008963729422302304
Cl.CN(C)CC(O)C(O)(c1ccccc1)c1ccc(F)cc1,0.060711718295278314
OC(c1ccc(cc1)N(=O)=O)P(=O)(c1ccccc1)c1ccccc1,-0.466673695698347
Br.CC=CCON1C(=N)N=C(N)NC1(C)C,-1.554064940578797
CCOC(C(=O)OCC1CCCN(C)C1)(c1ccccc1)c1ccccc1,-0.0616977617055151
COc1ccc2nc(N)nc(C)c2c1,-0.03299677588656153
Cc1ccc2c(O)c(c(O)nc2c1)N(=O)=O,-0.3745011871619177
Cc1cccc2nc(O)c(c(O)c12)N(=O)=O,-0.04068766763761494
Cc1nc2ccccc2c(O)c1N(=O)=O,0.04590644513198757
Oc1nc2CCCc2c(O)c1N(=O)=O,0.02043558623178312
Cc1ccc(C(=O)NC2C(NC2=O)c2ccccc2)c(C)c1,-0.0200733370529152
CC(N)(Cc1ccc(O)cc1)c1nnn[nH]1,-0.013505911620466547
COC(=O)CC[C@H](NC(=O)[C@H](C)NC(=O)OC(C)(C)C)C(=O)OC,-0.08693105667081455
CCN1CCCC(C1)OC(=O)C(O)(c1ccc2OCOc2c1)c1ccc2OCOc2c1,-0.1051318292636317
CCN1CCCC1COC(=O)C(O)(c1ccc2OCOc2c1)c1ccc2OCOc2c1,-0.09616087124935331
CCOC(C(=O)OCCN(C(C)C)C(C)C)(c1ccccc1)c1ccccc1,-0.058344437318477035
CCCN(CCC)CCOC(=O)C(OCC)(c1ccccc1)c1ccccc1,-0.0602276399481723
CNC(=S)NN=C(C)c1ccccn1,-0.5655164831417566
Cc1ccc(cc1)S(=O)Cc1ccc(Cl)cc1,-0.7071925652576755
[Na+].Cc1ccc2[nH]c([N-]C#N)nc2c1,0.061344977899101365
Cl.CN(C)CC(O)C(c1ccccc1)c1cccc(Br)c1,-0.7843565975505661
C[C@H](NC(=O)[C@H](CCCCNC(=O)OC(C)(C)C)NC(=O)OC(C)(C)c1ccc(cc1)-c1ccccc1)C(=O)OCc1ccccc1,-0.7415567494726927
COc1ccc(cc1OCc1ccccc1)C(O)=O,-0.08662051465730729
CCOC(=O)c1ccc(OCCOc2ccccc2)cc1,-0.43553217428951385
CCOC(=O)c1ccc(OCc2ccc(cc2)-c2ccccc2)cc1,-0.0897871587021743
COc1ccc2oc(=O)c(C#N)c(O)c2c1,-0.6761990921912259
CCCCCc1cc(OC(=O)CCCN(CC)CC)c2c(OC(C)(C)C=C2C2=CCN(Cc3ccc4ccccc4c3)CC2)c1,-0.8074996417021767
CCCCCc1cc(O)c2c(OC(C)(C)C=C2C2=CCN(Cc3ccsc3)CC2)c1,-0.015737958216731407
Cc1ccc(cc1)S(O)(=O)=O.CCCCCCNC(=O)C(N)CCCC(N)C(=O)NCCCCCC,-0.7906256284919229
Cl.CN(C)CCOc1ccc2c(OC(C)(C)C=C2c2cccc3ccccc23)c1,-0.10532841950953618
Cl.COc1cccc(c1)C1=CC(C)(C)Oc2cc(OCCN(C)C)ccc12,-0.10006614892580484
NC(=O)N[C@H](CC#C)C(O)=O,-0.7231566829391947
Cc1nc2ccccc2c(=O)n1NCc1ccc(Cl)c(Cl)c1,-0.8367536118475426
CCOC(=O)NOC(C(O)=O)c1ccccc1,-0.723328585587294
CNC(=S)NCc1cnc2ccccn12,-0.7091801840061279
CCOC(=O)c1ccc(NCc2ccccn2)cc1,-0.2037135967797198
CCC(=O)Oc1ccc(NC(=O)c2cccc(OC)c2)cc1,-0.11273930729288437
CCOC(=O)c1ccc(OCCCCCCOc2ccc(Br)cc2)cc1,-0.1096312953157518
Cl.CN(C)CCOc1ccc2C(CN(C)Cc2c1)c1ccccc1,0.04657299518366488
CCc1cc2c(O)c(c(=O)oc2cc1OCCCCCOc1cc2oc(=O)c(c(O)c2cc1CC)N(=O)=O)N(=O)=O,-0.5893738160529441
CN(C)CCC(O)(c1ccc(Br)cc1)c1cccnc1,-0.08021244786342396
OC(=O)CCC(O)=O.CN(C)CC(O)C(c1ccccc1)c1ccc(Cl)cc1,-1.3155050597256157
CC(=O)c1c(CC(O)=O)c2ccccc2n1O,-0.133634860630887
CCN(CC)CCC(OC(=O)CC)(c1ccccc1)c1ccccc1,-0.4326598394163733
CCN(CC)c1ccccc1CNC(=O)c1cc(Cl)c(N)cc1OC,-0.6710850519325464
Oc1ccccc1C(=O)NC(=O)c1ccccc1O,-0.15261008526173464
O.Cl.CCCCCc1cc(O)c2C(CC(C)(C)Oc2c1)C1=CCN(Cc2cccnc2)CC1,-0.004134349189034342
O.Cl.CCCCCc1cc(O)c2C(CC(C)(C)Oc2c1)C1=CCN(Cc2cnc3ccccc3c2)CC1,-0.558807641059462
Br.NCC(=O)NC12CC3CC(CC(C3)C1)C2,0.07854577442060098
CCCCC(O)c1cc(O)c2C(CC(C)(C)Oc2c1)C1=CCN(Cc2ccc3ccccc3c2)CC1,-0.01343779575147802
COC(=O)c1ccc(CC(C)NCC(O)c2cc(Cl)c(N)c(Cl)c2)cc1,-0.05692658730296443
COC(=O)c1ccc(CC(C)NCC(O)c2ccccc2Cl)cc1,0.005804995901663571
Cl.CCCc1ccccc1OCC(O)CN(C1CCCC1)C1CCCC1,-0.328239151322283
CC[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](O)c1cc(OCCCN(C)C)nc2ccc(OC)cc12,-0.8785201449247352
Cl.CC[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(O)cc12,-0.19186243715226003
Cl.CCCN1CC[C@@H](CCCc2ccnc3ccc(O)cc23)[C@@H](CC)C1,-0.05114420486482651
CC[C@H]1CN2CC[C@H]1C[C@H]2C(O)c1cc(OC)nc2ccccc12,-0.8517846074371137
Cl.OC(COc1ccccc1CC=C)CN(C1CCCCC1)C1CCCCC1,-0.0895419329368866
CCCc1cc([C@@H](O)[C@@H]2C[C@@H]3CCN2C[C@@H]3CC)c2ccccc2n1,-0.3634885681312243
OC(=O)\C=C\C(O)=O.COC(=O)c1ccc(CC(C)NCC(O)c2ccc3ccc4ccccc4c3c2)cc1,-0.650959382111138
CCOC(=O)c1nc([nH]c1NC(=S)NC1CCCCC1)-c1ccccc1,-0.07769364843495777
COC(=O)c1ccc(CC(C)NCC(O)c2ccc(Cl)c(Cl)c2)cc1,0.00034838979729715896
COC(=O)c1ccc(CC(C)NCC(O)c2cccc3ccccc23)cc1,-0.029119645519685294
Br.CC[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,-0.812740484305804
COC(=O)\C=C\c1ccc(CC(C)NCC(O)c2cccc(Cl)c2)cc1,-0.12431448470707702
CC(Cc1ccc(C)cc1)NCC(O)c1cccc(Cl)c1,-0.032693354509006685
COC(=O)c1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1,-0.011443776866609186
CC(CCc1ccc(C)cc1)NCC(O)c1cccc(Cl)c1,-0.0945559921157376
COC(=O)c1ccc(CC(C)NCC(O)c2cccc(Br)c2)cc1,-0.15875966334824929
COC(=O)c1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1,0.06195201148480935
COC(=O)\C=C\c1ccc(CCC(C)NCC(O)c2cccc(Cl)c2)cc1,-0.029076294770877333
Cl.COC(=O)c1ccc(CCC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1,-0.38640007142191324
Cl.COC(=O)c1ccc(CCC(C)NCC(O)c2cccc(Cl)c2)cc1,-0.17406160987497515
OC(=O)C(O)=O.CCCCCCCCCN1CC[C@@H](CCCc2ccnc3ccc(O)cc23)[C@@H](CC)C1,-0.5371900834961971
COC(=O)\C=C\c1ccc(CC(C)NCC(O)c2cccc(Br)c2)cc1,-0.13977163158059036
CC(Cc1ccc(C)cc1)NCC(O)c1cccc(Br)c1,-0.09595080183332494
OC(=O)\C=C\C(O)=O.Cc1ccc(CC(C)(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1,-0.07786220934328249
CC(CCc1ccc(C)cc1)NCC(O)c1cccc(c1)C(F)(F)F,-0.25085655468923357
Cl.Cc1ccc(CCNCC(O)c2cccc(c2)C(F)(F)F)cc1,-0.061731514289130957
COC(=O)\C=C\c1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1,-0.11083398836258103
OC(=O)\C=C\C(O)=O.C[C@H](Cc1ccc(C)cc1)NC[C@H](O)c1cccc(c1)C(F)(F)F,-0.05754189380453044
OC(=O)\C=C\C(O)=O.CC(Cc1ccc(C)cc1)NCC(O)c1cccc(c1)C(F)(F)F,-0.008330992620051499
CC(Cc1ccc(C)cc1)NCC(O)c1cccc(c1)C#N,-0.025232272891313356
CCOC(=O)C(C(C(C(C)=O)C(=O)OCC)c1ccccc1)C(C)=O,-0.1262067547059179
O.Cl.CCN(CC)CCCC(C)Nc1ccnc2ccc(OC)cc12,-0.08534134391120939
CSCCC(N1C(=O)c2ccccc2C1=O)C(O)=O,0.014640242211792045
CC(C)(C)C(=O)Oc1ccc(CC2NCCc3cc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)cc23)cc1OC(=O)C(C)(C)C,-0.3776419840890961
Cl.CCC(C)C(COC(=O)c1cc(OC)c(OC)c(OC)c1)N(C)CCN(C)C(COC(=O)c1cc(OC)c(OC)c(OC)c1)C(C)CC,-0.02357908499300134
CCOC(=O)c1c(C)noc1Nc1cccc(C)c1C,-0.3814262574171873
Cl.CCC(COCc1ccc(Cl)cc1)N(C)CCN(C)C(CC)COCc1ccc(Cl)cc1,0.02329853192364843
Cl.CCC(CSC1CCCCC1)N(C)CCN(C)C(CC)CSC1CCCCC1,-0.5037544852216862
Cl.CC1CC(C)CN(CCCC(=O)NCCc2c(C)n(C)c3ccccc23)C1,0.10508117987201397
Cl.COC(=O)c1ccc(C[C@@H](C)NC[C@H](O)c2cccc(c2)C(F)(F)F)cc1,-0.1025554915000174
CC(Cc1ccc(C)cc1)NCC(O)c1cccc(c1)N(=O)=O,-0.11878446794186606
Cl.CC(Cc1c(C)cc(C)cc1C)NCC(O)c1cccc(c1)C(F)(F)F,-0.2459532052550619
Cl.CC(Cc1ccc(cc1)C(C)(C)C)NCC(O)c1ccccc1,0.2565650398543363
COC(=O)c1ccc(CCCNCC(O)c2cccc(c2)C(F)(F)F)cc1,-0.09532005102071558
O.CCc1ccc(CC(C)NCC(O)c2ccccc2)cc1,-0.052221292227723044
OC(=O)\C=C\C(O)=O.COC(=O)c1ccc(OCC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1,-0.07664320227465696
Cl.CC(Cc1ccc(C)cc1C)NCC(O)c1cccc(c1)C(F)(F)F,-0.15288255339885237
CC(Cc1ccc(cc1)N(=O)=O)NCC(O)c1cccc(c1)C(F)(F)F,-0.04656662656503297
CC(Cc1ccc(OCC#C)cc1)NCC(O)c1cccc(c1)C(F)(F)F,0.07576225093338707
COC(=O)c1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)c(Cl)c1,-0.0687852705576281
COC(=O)c1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)c(OC)c1,-0.09484796589134381
COC(=O)c1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1C,-0.01148300628909925
COc1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1,0.1988941082945172
CC(CCc1ccc(OCc2ccccc2)cc1)NCC(O)c1ccccc1,0.04113864374975997
CC(Cc1ccc(OCc2ccccc2)cc1)NCC(O)c1cccc(Cl)c1,-0.2616294354128872
CC(Cc1ccc(OCc2ccccc2)c(Cl)c1)NCC(O)c1cccc(c1)C(F)(F)F,-0.02668695236483728
Cl.COC(=O)c1ccc(CC(C)NCC(O)c2cccc(c2)C(F)(F)F)cc1,-0.11646763533901522
Cl.CC(Cc1ccc(C)cc1)NCC(O)c1cccc(c1)C(F)(F)F,-0.14935708666176073
Cl.CC(Cc1ccc(C)cc1)NC[C@H](O)c1cccc(Cl)c1,-0.06555056872502797
OC(=O)C(O)=O.CC[C@H]1CN(CCCC(=O)c2ccccc2)CC[C@H]1CCCc1ccnc2ccc(OC(=O)c3ccccc3)cc12,-0.07996258586360477
